Broad Domain 1,Broad Domain 2,Broad Domain 3,Hoos TC Title ,Undergrad scenario body,Undergrad scenario body #2 (negation scenarios only),Undergrad comprehension question,Undergrad correct response,Undergrad incorrect response,Undergrad photo link,Undergrad photo name,Letters Missing,Occurrence
Mental Health,Social Situations,,An Invitation,"You invite your alumnus/alumna mentor to a college event this weekend. You're the only one of your friends with an alumnus/alumna mentor and are unsure of how others will percieve you. As you get ready for the event, you feel happy.",,Are you happy to have your mentor come to your school event? ,Yes,,https://drive.google.com/file/d/1_WmTq0L6G-N8n9uDw0BL0mLay52hPI-e/view?usp=sharing,,2,4
Mental Health,Social Situations,Academics/Work/Career Development,Important opinion,"You finish a task due next week for your evening class and ask the tutor for his opinion. They say the work is good, apart from an incomplete section. You feel that they think you are careless.","In the end, you realize that the tutor brought the error to your attention so you could improve it before turning it in. You fix the incomplete section and believe that the tutor thinks you are learning.",Was your tutor pleased with your progress?,Yes,,https://drive.google.com/file/d/1sS8e3ZmixCVH2YAFPuVlOAoIhpt-vfWE/view?usp=sharing,,2,4
Mental Health,Academics/Work/Career Development,,Receiving Recognition,"You recently received an award recognizing your contributions to your community. You suddenly feel that you didn't work hard enough to earn the award. Reflecting on your work, you think this is something you deserve. ",N/A,Should you pass up the award?,No,,https://drive.google.com/file/d/1azOE2eRIrdOPl9AdAR61tTkqUFdsq0zB/view?usp=sharing,,2,3
Mental Health,Romantic Relationships,,Friends in Relationships,"Your friends are all in relationships. You are not currently in a relationship, and you wonder if there is something wrong with you. You think that you are undesirable. ","After a while, you realize that it is very normal to not be in a relationship. You think that you enjoy being single, and the right person will come along when you are ready.  ",Are you capable of being in a relationship?,Yes,,https://drive.google.com/file/d/1u-_r0tB9RIGlIUC3K6ifS1cUbgd25kEk/view?usp=sharing,,2,3
Mental Health,Romantic Relationships,,Comparing Yourself to Others,"You are interested in dating someone new. As you scroll through a dating app, you compare yourself to people's profiles and wonder if you measure up to their attractiveness. You think that you will get a lot of likes.  ",N/A,Will you match with people on this dating app? ,Yes ,,https://drive.google.com/file/d/1cZuUvxfxc9jrn57Y99LQosxbvUvv8V-R/view?usp=sharing,,2,3
Mental Health,,,Trying Different Foods ,"You and your friends are at a restaurant. While your friends all order the same dish, you want to order something different and adventurous, but you're worried that they'll think it's weird or gross. You decide to order the dish anyways, and enjoy the new flavors.",N/A,Should you avoid trying new foods because your friends are not ordering it?,No,,https://drive.google.com/file/d/1s0nfHtbZGDMXBuEXJ9FB0ljT-8ykR7hx/view?usp=sharing,,2,3
Mental Health,Romantic Relationships,,A New Relationship,"You are in a new relationship, and you are very into your partner. However, your partner doesn't express much adoration towards you, and you wonder if they like you as much as you like them. You think that they don't like you. ",N/A,Does your partner like you?,No ,,https://drive.google.com/file/d/1dUCIrvYWFtbNl9whkR143uMjXQXDdmn0/view?usp=sharing,,2,3
Mental Health,Academics/Work/Career Development,,Waking Up Ready,"As you're finishing an assignment at midnight, you realize you still have a couple of math problems left. You plan to wake up a little early to finish them before your important 9 am deadline. While you're setting your alarm and thinking about your plan, you feel confident.",,Are you anxious about your plan to finish your assignment in the morning?,No,,https://drive.google.com/file/d/1C9qzCVMZ7rrXL8Njc7rKFEyQWGercs6i/view?usp=sharing,,2,4
Mental Health,,,Confronting a Friend ,"In a conversation with a friend today, they say something slightly offensive and they do not seem to realize that it may have made you uncomfortable. You confront them about their comment and why it was offensive, and you worry in the moment that they may be angry at you. When you hear their reponse, they are thankful you communicated with them and apologize.",N/A,Are you proud that you communicated with your friend?,Yes,,https://drive.google.com/file/d/1Vg9pDOIb4D_9uk_FU-PN67RDhh3URJqT/view?usp=sharing,,2,3
Mental Health,,,Instagram Post Feedback ,"You have a lot of followers on social media. Your photo has only a few likes after a few hours, and usually by now you'd have a lot more reactions. You wonder if people aren't liking your post because they are busy.",N/A,Are people not reacting to your post because they think you look bad?,No,,https://drive.google.com/file/d/1ipEEthtZYy6boPP2xVORG4kPi9ARn5kH/view?usp=sharing,,2,3
Mental Health,,,Late night sensation,"It's the middle of the night and you wake up abruptly. As you sit up, you feel weird, like your mind isn't working right, and you start to think you might be going crazy. This thought frightens you, and you decide as you lay back down that you will just observe it.",N/A,Do you need to fight your strange feelings in order to make your anxiety go away?,No,,https://drive.google.com/file/d/1xOEaZdmjhMa1dZKtjfWM5xagfKuFXOER/view?usp=sharing,,2,3
Mental Health ,,,Faster Thoughts ,"You are planning a CIO event you are extremely excited about. As you think about what you need to do for the event to be a success, your thoughts seem to speed up. This is helpful.",N/A,Do you find it useful when your thoughts seem to speed up?,Yes,,https://drive.google.com/file/d/1SaSOZb7CwqBWSZLgiDR8Hhold_NOYHAx/view?usp=sharing,,2,4
Mental Health,Social Situations,,Social Media,"As you scroll through your feed on social media, you see a photo of your friends that shows them having a great time together over video chat. You weren't invited to hang out with them online. You think about it, and decide that you can cope.",,Can you handle that sometimes your friends hang out without you?,Yes,,https://drive.google.com/file/d/1C2a62EXZZgDQ05jLqV6S9eO4NUs2R1SU/view?usp=sharing,,2,4
Mental Health,Social Situations,,Sharing with Someone New,"You meet a new classmate in biology who seems really cool. After class, they request to follow you on your private social media account. Before you let them follow you, you look over your own feed and feel good.",N/A,Are you worried about what your classmate thinks of your profile?,No,,https://drive.google.com/file/d/1PNlqc0Jg4bm9KOsakVSsKmJDaQwqLGrB/view?usp=sharing,,2,3
Mental Health,Physical Health,,Blood test results,"At your last student health appointment, your doctor took a few blood tests. Your doctor told you that they will get you your results in a few days, and you feel nervous as you wait for them. You think your nervousness is manageable.",N/A,Is it unbearable to be nervous as you wait for your test results?,No,,https://drive.google.com/file/d/1op21VnIDCX_kpphMiw4zXhVcpVx_Znwn/view?usp=sharing,,2,4
Mental Health,Social Situations,,Plans for the Weekend,"It's finally Friday, and you overhear some classmates talking about their plans for the weekend. You didn't have anything big planned for the weekend, and you feel like you aren't social enough to be in college. When you imagine relaxing after a hard week of work, you feel content.",N/A,Do you have to be more social?,No,,https://drive.google.com/file/d/1osnpX2qW0UbXPOcFF6j-MPRf0iUaem-b/view?usp=sharing,,2,4
Mental Health,,,Haircut Headache,"Today you're taking pictures for a club you are in and you got a new haircut for it. It didn't turn out the way you wanted it to. When you think about others seeing your new haircut in the pictures, you feel embarrassed. ",N/A,Are others going to judge you when they see your haircut in the picture?,Yes,,https://drive.google.com/file/d/1hJ5jSFgD9p0YWah_M35D5-XX1eWGMlRm/view?usp=sharing,,2,3
Mental Health,Social Situations,,Accepting Praise,"Over the weekend, you caught up with some old friends. You told them about the classes you're taking and they make comments about how smart you must be, but you don't think the classes are special. You allow yourself to feel proud of what you're studying either way.",N/A,Are you proud of the classes you're taking?,Yes,,https://drive.google.com/file/d/1RZKgj6SgXHvcTwD5hi3tDnL24akXydT0/view?usp=sharing,,2,3
Mental Health,Social Situations,,Inside Jokes,You post a short video. Your best friend comments something really embarassing. Your followers will think that you and your friend are close.,N/A,Do others judge you for your friend's comment on your post?,No,,https://drive.google.com/file/d/1828HR7oyHuDJpNFSn5JmLlYAZ24vA7x7/view?usp=sharing,,2,4
Mental Health,Family & Home Life,,Your First Child,"You have just had your first child. You want to have a good relationship throughout your kid's life, but you worry about making mistakes as a parent. When your child is an adult, you believe that relationship will be weak.",,You think there is a good chance that when your child is an adult,You two will hardly see each other,You two will talk to each other regularly,https://drive.google.com/file/d/1jHnVJt6AMYU6KRQP6IKFjUXh3Cp1J9b0/view?usp=sharing,,2,3
Mental Health,Academics/Work/Career Development,,Looking at your Qualifications,"You are at a new school and need to start applying to internships. You start looking at the qualifications for different positions and even though you've worked hard to put together you're resume, you wonder if it will be enough. You look back on your accomplishments and know that you've done more than enough.",N/A,Are you qualified for these internships?,Yes,,https://drive.google.com/file/d/1ukTeswERZcv2VvawZpW961W0jlu_DqhX/view?usp=sharing,,2,4
